date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum
1950-01-01 00:00:00+00:00,13.987179,17.631811,9.74846,4.4310145
1950-01-01 00:00:00+00:00,13.185836,16.495028,8.482423,4.0401244
1950-01-01 00:00:00+00:00,12.434493,12.808247,10.516385,9.407408
1950-01-01 00:00:00+00:00,12.283149,15.671465,9.40035,2.8164082
1950-01-01 00:00:00+00:00,10.431808,14.434683,7.1843114,0.2711233
1950-01-01 00:00:00+00:00,9.530463,12.647901,5.4682765,6.7426195
1950-01-01 00:00:00+00:00,13.579121,17.711119,10.302239,0.53660005
1950-01-01 00:00:00+00:00,11.027778,12.624337,7.336202,0.444848
1950-01-01 00:00:00+00:00,10.026435,15.587556,4.2201653,1.1506338
1950-01-01 00:00:00+00:00,10.475093,13.650774,7.654128,0.08805537
1950-01-01 00:00:00+00:00,11.32375,15.613992,6.5880914,2.6281428
1950-01-01 00:00:00+00:00,10.222407,13.927209,8.022055,0.34863362
1950-01-01 00:00:00+00:00,10.921063,14.590427,8.106018,1.2140275
1950-01-01 00:00:00+00:00,11.31972,17.403646,6.289981,0.0
1950-01-01 00:00:00+00:00,14.218378,20.216864,10.323945,0.7725985
1950-01-01 00:00:00+00:00,8.617036,13.330082,5.5579076,0.085414365
1950-01-01 00:00:00+00:00,7.6156907,12.643301,3.1418712,0.33995363
1950-01-01 00:00:00+00:00,8.014349,11.956519,3.5258343,0.5919644
1950-01-01 00:00:00+00:00,9.463006,9.219736,9.559798,11.02341
1950-01-01 00:00:00+00:00,9.961663,11.232954,8.693761,0.753604
1950-01-01 00:00:00+00:00,10.86032,10.196172,11.227724,6.915822
1950-01-01 00:00:00+00:00,11.108977,10.65939,11.611688,8.540372
1950-01-01 00:00:00+00:00,9.857634,9.222609,10.395651,13.284585
1950-01-01 00:00:00+00:00,10.406293,9.535827,11.079615,5.9121556
1950-01-01 00:00:00+00:00,7.1049476,8.599044,5.263577,2.2063634
1950-01-01 00:00:00+00:00,5.653605,10.312263,1.8475401,0.16264912
1950-01-01 00:00:00+00:00,7.452262,12.675481,3.0315037,0.24280623
1950-01-01 00:00:00+00:00,9.25092,11.538699,6.465466,1.0471458
1950-01-01 00:00:00+00:00,9.849577,12.101917,8.749431,3.5273623
1950-01-01 00:00:00+00:00,7.048233,10.515135,4.683393,1.914919
1950-01-01 00:00:00+00:00,6.3468904,8.078353,3.9673562,1.5088383
